Time,Data,Method,Lower_Bound,Upper_Bound
8288,0.0114775505,IQR_1.5,-0.0022874022,0.0011521421
8289,0.0115351137,IQR_1.5,-0.0022874022,0.0011521421
8290,0.0122873439,IQR_1.5,-0.0022874022,0.0011521421
8291,0.0132718747,IQR_1.5,-0.0022874022,0.0011521421
8292,0.0129601210,IQR_1.5,-0.0022874022,0.0011521421
8293,0.0143252164,IQR_1.5,-0.0022874022,0.0011521421
8294,0.0133462884,IQR_1.5,-0.0022874022,0.0011521421
8295,0.0138021242,IQR_1.5,-0.0022874022,0.0011521421
8296,0.0170529447,IQR_1.5,-0.0022874022,0.0011521421
8297,0.0171622895,IQR_1.5,-0.0022874022,0.0011521421
8298,0.0166580416,IQR_1.5,-0.0022874022,0.0011521421
8299,0.0159604196,IQR_1.5,-0.0022874022,0.0011521421
8300,0.0166832209,IQR_1.5,-0.0022874022,0.0011521421
8301,0.0170851275,IQR_1.5,-0.0022874022,0.0011521421
8302,0.0185059719,IQR_1.5,-0.0022874022,0.0011521421
8303,0.0166929532,IQR_1.5,-0.0022874022,0.0011521421
8304,0.0190449785,IQR_1.5,-0.0022874022,0.0011521421
8305,0.0186389070,IQR_1.5,-0.0022874022,0.0011521421
8306,0.0088722091,IQR_1.5,-0.0022874022,0.0011521421
8307,0.0184135977,IQR_1.5,-0.0022874022,0.0011521421
8308,0.0074303453,IQR_1.5,-0.0022874022,0.0011521421
8309,0.0072813747,IQR_1.5,-0.0022874022,0.0011521421
8310,0.0050761946,IQR_1.5,-0.0022874022,0.0011521421
8311,0.0179029796,IQR_1.5,-0.0022874022,0.0011521421
8312,0.0178232174,IQR_1.5,-0.0022874022,0.0011521421
8313,0.0066681183,IQR_1.5,-0.0022874022,0.0011521421
8314,0.0053733992,IQR_1.5,-0.0022874022,0.0011521421
8315,0.0179861430,IQR_1.5,-0.0022874022,0.0011521421
8316,0.0065426673,IQR_1.5,-0.0022874022,0.0011521421
8317,-0.0075702197,IQR_1.5,-0.0022874022,0.0011521421
8318,0.0063544190,IQR_1.5,-0.0022874022,0.0011521421
8319,0.0058742189,IQR_1.5,-0.0022874022,0.0011521421
8320,0.0061144787,IQR_1.5,-0.0022874022,0.0011521421
8321,0.0058514606,IQR_1.5,-0.0022874022,0.0011521421
8322,0.0060587684,IQR_1.5,-0.0022874022,0.0011521421
8323,0.0050132568,IQR_1.5,-0.0022874022,0.0011521421
8324,0.0191862043,IQR_1.5,-0.0022874022,0.0011521421
8325,0.0057979594,IQR_1.5,-0.0022874022,0.0011521421
8326,0.0061440491,IQR_1.5,-0.0022874022,0.0011521421
8327,0.0057899207,IQR_1.5,-0.0022874022,0.0011521421
8328,0.0064267074,IQR_1.5,-0.0022874022,0.0011521421
8329,0.0193250664,IQR_1.5,-0.0022874022,0.0011521421
8330,0.0054733329,IQR_1.5,-0.0022874022,0.0011521421
8331,0.0055897781,IQR_1.5,-0.0022874022,0.0011521421
8332,0.0059086117,IQR_1.5,-0.0022874022,0.0011521421
8333,0.0054376405,IQR_1.5,-0.0022874022,0.0011521421
8334,0.0055044396,IQR_1.5,-0.0022874022,0.0011521421
8335,0.0057588974,IQR_1.5,-0.0022874022,0.0011521421
8336,0.0055569271,IQR_1.5,-0.0022874022,0.0011521421
8337,0.0054212622,IQR_1.5,-0.0022874022,0.0011521421
8338,0.0054869829,IQR_1.5,-0.0022874022,0.0011521421
8339,0.0051600887,IQR_1.5,-0.0022874022,0.0011521421
8340,0.0056879204,IQR_1.5,-0.0022874022,0.0011521421
8341,0.0054170713,IQR_1.5,-0.0022874022,0.0011521421
8342,-0.0057394332,IQR_1.5,-0.0022874022,0.0011521421
8343,-0.0059934431,IQR_1.5,-0.0022874022,0.0011521421
8344,-0.0059833415,IQR_1.5,-0.0022874022,0.0011521421
8345,0.0061441599,IQR_1.5,-0.0022874022,0.0011521421
8346,0.0062091788,IQR_1.5,-0.0022874022,0.0011521421
8347,-0.0059285485,IQR_1.5,-0.0022874022,0.0011521421
8348,0.0058636260,IQR_1.5,-0.0022874022,0.0011521421
8349,-0.0061567258,IQR_1.5,-0.0022874022,0.0011521421
8350,-0.0056645731,IQR_1.5,-0.0022874022,0.0011521421
8351,-0.0059530865,IQR_1.5,-0.0022874022,0.0011521421
8352,-0.0058593908,IQR_1.5,-0.0022874022,0.0011521421
8353,-0.0058397050,IQR_1.5,-0.0022874022,0.0011521421
8354,-0.0060098153,IQR_1.5,-0.0022874022,0.0011521421
8355,-0.0059206430,IQR_1.5,-0.0022874022,0.0011521421
8356,-0.0057778312,IQR_1.5,-0.0022874022,0.0011521421
8357,-0.0054701567,IQR_1.5,-0.0022874022,0.0011521421
8358,-0.0057660588,IQR_1.5,-0.0022874022,0.0011521421
8359,-0.0058665136,IQR_1.5,-0.0022874022,0.0011521421
8360,-0.0061782869,IQR_1.5,-0.0022874022,0.0011521421
8361,-0.0060002771,IQR_1.5,-0.0022874022,0.0011521421
8362,-0.0058882921,IQR_1.5,-0.0022874022,0.0011521421
8363,-0.0057393466,IQR_1.5,-0.0022874022,0.0011521421
8364,-0.0057923268,IQR_1.5,-0.0022874022,0.0011521421
8365,-0.0059092743,IQR_1.5,-0.0022874022,0.0011521421
8366,-0.0060185576,IQR_1.5,-0.0022874022,0.0011521421
8367,0.0061582639,IQR_1.5,-0.0022874022,0.0011521421
8368,0.0065234862,IQR_1.5,-0.0022874022,0.0011521421
8369,0.0061776368,IQR_1.5,-0.0022874022,0.0011521421
8370,0.0155212814,IQR_1.5,-0.0022874022,0.0011521421
8371,0.0154727260,IQR_1.5,-0.0022874022,0.0011521421
8372,0.0056113251,IQR_1.5,-0.0022874022,0.0011521421
8373,-0.0056353966,IQR_1.5,-0.0022874022,0.0011521421
8374,0.0150222369,IQR_1.5,-0.0022874022,0.0011521421
8375,0.0146617610,IQR_1.5,-0.0022874022,0.0011521421
8376,0.0064646765,IQR_1.5,-0.0022874022,0.0011521421
8377,0.0062402822,IQR_1.5,-0.0022874022,0.0011521421
8378,0.0062840204,IQR_1.5,-0.0022874022,0.0011521421
8379,0.0137299383,IQR_1.5,-0.0022874022,0.0011521421
8380,0.0151435854,IQR_1.5,-0.0022874022,0.0011521421
8381,0.0139590669,IQR_1.5,-0.0022874022,0.0011521421
8382,0.0138029233,IQR_1.5,-0.0022874022,0.0011521421
8383,0.0136465076,IQR_1.5,-0.0022874022,0.0011521421
8384,0.0132748066,IQR_1.5,-0.0022874022,0.0011521421
8385,0.0124281300,IQR_1.5,-0.0022874022,0.0011521421
8386,0.0124411341,IQR_1.5,-0.0022874022,0.0011521421
8387,0.0113756722,IQR_1.5,-0.0022874022,0.0011521421
8388,0.0024637363,IQR_1.5,-0.0022874022,0.0011521421
8389,0.0025730685,IQR_1.5,-0.0022874022,0.0011521421
8390,0.0044432944,IQR_1.5,-0.0022874022,0.0011521421
8391,0.0044471258,IQR_1.5,-0.0022874022,0.0011521421
8392,0.0048197848,IQR_1.5,-0.0022874022,0.0011521421
8395,0.0045246426,IQR_1.5,-0.0022874022,0.0011521421
8396,0.0041425144,IQR_1.5,-0.0022874022,0.0011521421
8397,0.0045991098,IQR_1.5,-0.0022874022,0.0011521421
8398,0.0033127274,IQR_1.5,-0.0022874022,0.0011521421
8399,0.0027049833,IQR_1.5,-0.0022874022,0.0011521421
8400,0.0030452879,IQR_1.5,-0.0022874022,0.0011521421
8401,0.0031832412,IQR_1.5,-0.0022874022,0.0011521421
8404,-0.0041474965,IQR_1.5,-0.0022874022,0.0011521421
8406,0.0028095732,IQR_1.5,-0.0022874022,0.0011521421
8412,0.0017120158,IQR_1.5,-0.0022874022,0.0011521421
8413,0.0023929039,IQR_1.5,-0.0022874022,0.0011521421
8414,0.0021662924,IQR_1.5,-0.0022874022,0.0011521421
8415,0.0021693611,IQR_1.5,-0.0022874022,0.0011521421
8416,0.0018922539,IQR_1.5,-0.0022874022,0.0011521421
8417,0.0019022281,IQR_1.5,-0.0022874022,0.0011521421
8418,0.0017765581,IQR_1.5,-0.0022874022,0.0011521421
8419,0.0012885552,IQR_1.5,-0.0022874022,0.0011521421
17106,0.0013792039,IQR_1.5,-0.0022874022,0.0011521421
17107,0.0017443215,IQR_1.5,-0.0022874022,0.0011521421
17108,0.0018187143,IQR_1.5,-0.0022874022,0.0011521421
17109,0.0017522436,IQR_1.5,-0.0022874022,0.0011521421
17110,0.0018369904,IQR_1.5,-0.0022874022,0.0011521421
17111,0.0011685578,IQR_1.5,-0.0022874022,0.0011521421
17150,0.0013379983,IQR_1.5,-0.0022874022,0.0011521421
17151,0.0013561966,IQR_1.5,-0.0022874022,0.0011521421
17152,0.0011813375,IQR_1.5,-0.0022874022,0.0011521421
17233,0.0012181668,IQR_1.5,-0.0022874022,0.0011521421
17234,0.0018496086,IQR_1.5,-0.0022874022,0.0011521421
17235,0.0024771693,IQR_1.5,-0.0022874022,0.0011521421
17236,0.0023685994,IQR_1.5,-0.0022874022,0.0011521421
17237,0.0021479032,IQR_1.5,-0.0022874022,0.0011521421
17238,0.0015038251,IQR_1.5,-0.0022874022,0.0011521421
17384,0.0014124232,IQR_1.5,-0.0022874022,0.0011521421
17385,0.0015062090,IQR_1.5,-0.0022874022,0.0011521421
17386,0.0015187521,IQR_1.5,-0.0022874022,0.0011521421
18033,-0.0024405140,IQR_1.5,-0.0022874022,0.0011521421
18034,-0.0026986361,IQR_1.5,-0.0022874022,0.0011521421
18035,-0.0026772136,IQR_1.5,-0.0022874022,0.0011521421
18036,-0.0024955140,IQR_1.5,-0.0022874022,0.0011521421
18037,-0.0023184319,IQR_1.5,-0.0022874022,0.0011521421
18119,0.0012868979,IQR_1.5,-0.0022874022,0.0011521421
18680,0.0015039508,IQR_1.5,-0.0022874022,0.0011521421
18681,0.0012793300,IQR_1.5,-0.0022874022,0.0011521421
19491,0.0016107898,IQR_1.5,-0.0022874022,0.0011521421
19492,0.0013963170,IQR_1.5,-0.0022874022,0.0011521421
19493,0.0012537489,IQR_1.5,-0.0022874022,0.0011521421
21285,0.0012222537,IQR_1.5,-0.0022874022,0.0011521421
23510,0.0016447302,IQR_1.5,-0.0022874022,0.0011521421
23511,0.0019836151,IQR_1.5,-0.0022874022,0.0011521421
23512,0.0018882874,IQR_1.5,-0.0022874022,0.0011521421
23513,0.0016942256,IQR_1.5,-0.0022874022,0.0011521421
23720,0.0012262221,IQR_1.5,-0.0022874022,0.0011521421
28247,0.0011971573,IQR_1.5,-0.0022874022,0.0011521421
28354,0.0011583485,IQR_1.5,-0.0022874022,0.0011521421
28415,0.0012505817,IQR_1.5,-0.0022874022,0.0011521421
28434,0.0012776391,IQR_1.5,-0.0022874022,0.0011521421
28435,0.0016278657,IQR_1.5,-0.0022874022,0.0011521421
28436,0.0021139646,IQR_1.5,-0.0022874022,0.0011521421
28437,0.0014878603,IQR_1.5,-0.0022874022,0.0011521421
28442,0.0013081828,IQR_1.5,-0.0022874022,0.0011521421
28443,0.0011897781,IQR_1.5,-0.0022874022,0.0011521421
28444,0.0012075881,IQR_1.5,-0.0022874022,0.0011521421
28449,0.0013317196,IQR_1.5,-0.0022874022,0.0011521421
28450,0.0014482451,IQR_1.5,-0.0022874022,0.0011521421
28515,0.0011592192,IQR_1.5,-0.0022874022,0.0011521421
28516,0.0016365036,IQR_1.5,-0.0022874022,0.0011521421
28517,0.0018866558,IQR_1.5,-0.0022874022,0.0011521421
28518,0.0014465359,IQR_1.5,-0.0022874022,0.0011521421
30315,0.0012712673,IQR_1.5,-0.0022874022,0.0011521421
30336,0.0022279846,IQR_1.5,-0.0022874022,0.0011521421
30337,0.0022396261,IQR_1.5,-0.0022874022,0.0011521421
30338,0.0018436898,IQR_1.5,-0.0022874022,0.0011521421
31860,0.0014417553,IQR_1.5,-0.0022874022,0.0011521421
31861,0.0017360450,IQR_1.5,-0.0022874022,0.0011521421
31862,0.0013816805,IQR_1.5,-0.0022874022,0.0011521421
32702,0.0012835989,IQR_1.5,-0.0022874022,0.0011521421
32703,0.0014586725,IQR_1.5,-0.0022874022,0.0011521421
32704,0.0014162072,IQR_1.5,-0.0022874022,0.0011521421
32705,0.0014582737,IQR_1.5,-0.0022874022,0.0011521421
32706,0.0013254537,IQR_1.5,-0.0022874022,0.0011521421
32992,0.0011945609,IQR_1.5,-0.0022874022,0.0011521421
32993,0.0011527264,IQR_1.5,-0.0022874022,0.0011521421
32994,0.0011618547,IQR_1.5,-0.0022874022,0.0011521421
35755,0.0017296647,IQR_1.5,-0.0022874022,0.0011521421
35756,0.0015182737,IQR_1.5,-0.0022874022,0.0011521421
35757,0.0011892247,IQR_1.5,-0.0022874022,0.0011521421
35869,0.0012591842,IQR_1.5,-0.0022874022,0.0011521421
35879,0.0012717138,IQR_1.5,-0.0022874022,0.0011521421
35880,0.0013752257,IQR_1.5,-0.0022874022,0.0011521421
35911,0.0012596949,IQR_1.5,-0.0022874022,0.0011521421
35912,0.0013379214,IQR_1.5,-0.0022874022,0.0011521421
35918,0.0013547328,IQR_1.5,-0.0022874022,0.0011521421
35919,0.0014104521,IQR_1.5,-0.0022874022,0.0011521421
35920,0.0012446594,IQR_1.5,-0.0022874022,0.0011521421
36975,-0.0029090042,IQR_1.5,-0.0022874022,0.0011521421
36976,-0.0033880440,IQR_1.5,-0.0022874022,0.0011521421
36977,-0.0030168670,IQR_1.5,-0.0022874022,0.0011521421
36978,-0.0030831753,IQR_1.5,-0.0022874022,0.0011521421
36979,-0.0032129327,IQR_1.5,-0.0022874022,0.0011521421
36980,-0.0029600961,IQR_1.5,-0.0022874022,0.0011521421
36981,-0.0029283885,IQR_1.5,-0.0022874022,0.0011521421
36982,-0.0032713925,IQR_1.5,-0.0022874022,0.0011521421
36983,-0.0038637649,IQR_1.5,-0.0022874022,0.0011521421
36984,-0.0046844459,IQR_1.5,-0.0022874022,0.0011521421
36985,-0.0070552188,IQR_1.5,-0.0022874022,0.0011521421
36986,-0.0053503448,IQR_1.5,-0.0022874022,0.0011521421
36987,-0.0093853911,IQR_1.5,-0.0022874022,0.0011521421
36988,-0.0100690415,IQR_1.5,-0.0022874022,0.0011521421
36989,-0.0101719722,IQR_1.5,-0.0022874022,0.0011521421
36990,-0.0094530927,IQR_1.5,-0.0022874022,0.0011521421
36991,-0.0092645846,IQR_1.5,-0.0022874022,0.0011521421
36992,-0.0091779605,IQR_1.5,-0.0022874022,0.0011521421
36993,-0.0092808753,IQR_1.5,-0.0022874022,0.0011521421
36994,-0.0085970629,IQR_1.5,-0.0022874022,0.0011521421
36995,-0.0106128603,IQR_1.5,-0.0022874022,0.0011521421
36996,-0.0097756777,IQR_1.5,-0.0022874022,0.0011521421
36997,-0.0098459721,IQR_1.5,-0.0022874022,0.0011521421
36998,-0.0095194029,IQR_1.5,-0.0022874022,0.0011521421
36999,-0.0094899926,IQR_1.5,-0.0022874022,0.0011521421
37000,-0.0087814881,IQR_1.5,-0.0022874022,0.0011521421
37001,-0.0062869084,IQR_1.5,-0.0022874022,0.0011521421
37002,-0.0080030356,IQR_1.5,-0.0022874022,0.0011521421
37003,-0.0117822401,IQR_1.5,-0.0022874022,0.0011521421
37004,-0.0119348289,IQR_1.5,-0.0022874022,0.0011521421
37005,-0.0120629529,IQR_1.5,-0.0022874022,0.0011521421
37006,-0.0121200178,IQR_1.5,-0.0022874022,0.0011521421
37007,-0.0117913997,IQR_1.5,-0.0022874022,0.0011521421
37008,-0.0113299079,IQR_1.5,-0.0022874022,0.0011521421
37009,-0.0109638264,IQR_1.5,-0.0022874022,0.0011521421
37010,-0.0117810341,IQR_1.5,-0.0022874022,0.0011521421
37011,-0.0106761716,IQR_1.5,-0.0022874022,0.0011521421
37012,-0.1091146544,IQR_1.5,-0.0022874022,0.0011521421
37014,-0.0033622887,IQR_1.5,-0.0022874022,0.0011521421
37024,-0.0031548662,IQR_1.5,-0.0022874022,0.0011521421
37025,-0.0036858630,IQR_1.5,-0.0022874022,0.0011521421
37026,-0.0038198284,IQR_1.5,-0.0022874022,0.0011521421
37027,-0.0049280883,IQR_1.5,-0.0022874022,0.0011521421
37028,-0.0060667805,IQR_1.5,-0.0022874022,0.0011521421
37029,-0.0066998731,IQR_1.5,-0.0022874022,0.0011521421
37030,-0.0069208136,IQR_1.5,-0.0022874022,0.0011521421
37031,-0.0077322936,IQR_1.5,-0.0022874022,0.0011521421
37032,-0.0086320564,IQR_1.5,-0.0022874022,0.0011521421
37033,-0.0090928935,IQR_1.5,-0.0022874022,0.0011521421
37034,-0.0089462539,IQR_1.5,-0.0022874022,0.0011521421
37035,-0.0080967415,IQR_1.5,-0.0022874022,0.0011521421
37036,-0.0105436193,IQR_1.5,-0.0022874022,0.0011521421
37037,-0.0094196377,IQR_1.5,-0.0022874022,0.0011521421
37038,-0.0078539215,IQR_1.5,-0.0022874022,0.0011521421
37039,-0.0097031537,IQR_1.5,-0.0022874022,0.0011521421
37040,-0.0096353032,IQR_1.5,-0.0022874022,0.0011521421
37041,-0.0104860794,IQR_1.5,-0.0022874022,0.0011521421
37042,-0.0113563892,IQR_1.5,-0.0022874022,0.0011521421
37043,-0.0117412936,IQR_1.5,-0.0022874022,0.0011521421
37044,-0.0114680342,IQR_1.5,-0.0022874022,0.0011521421
37045,-0.0111593781,IQR_1.5,-0.0022874022,0.0011521421
37046,-0.0116741350,IQR_1.5,-0.0022874022,0.0011521421
37047,-0.0107647292,IQR_1.5,-0.0022874022,0.0011521421
37048,-0.0105279544,IQR_1.5,-0.0022874022,0.0011521421
37049,-0.0102937566,IQR_1.5,-0.0022874022,0.0011521421
37050,-0.0105074365,IQR_1.5,-0.0022874022,0.0011521421
37051,-0.0097557912,IQR_1.5,-0.0022874022,0.0011521421
37052,-0.0097726993,IQR_1.5,-0.0022874022,0.0011521421
37053,-0.0079700630,IQR_1.5,-0.0022874022,0.0011521421
37054,-0.0053482973,IQR_1.5,-0.0022874022,0.0011521421
37057,-0.0031392719,IQR_1.5,-0.0022874022,0.0011521421
37058,-0.0022979712,IQR_1.5,-0.0022874022,0.0011521421
37070,-0.0024239363,IQR_1.5,-0.0022874022,0.0011521421
37071,-0.0027682199,IQR_1.5,-0.0022874022,0.0011521421
37072,-0.0031986432,IQR_1.5,-0.0022874022,0.0011521421
37073,-0.0037565650,IQR_1.5,-0.0022874022,0.0011521421
37074,-0.0040955893,IQR_1.5,-0.0022874022,0.0011521421
37075,-0.0044240006,IQR_1.5,-0.0022874022,0.0011521421
37076,-0.0049095107,IQR_1.5,-0.0022874022,0.0011521421
37077,-0.0071186898,IQR_1.5,-0.0022874022,0.0011521421
37078,-0.0080722319,IQR_1.5,-0.0022874022,0.0011521421
37079,-0.0087808995,IQR_1.5,-0.0022874022,0.0011521421
37080,-0.0057525784,IQR_1.5,-0.0022874022,0.0011521421
37081,-0.0056283707,IQR_1.5,-0.0022874022,0.0011521421
37082,-0.0096029351,IQR_1.5,-0.0022874022,0.0011521421
37083,-0.0105635477,IQR_1.5,-0.0022874022,0.0011521421
37084,-0.0075312098,IQR_1.5,-0.0022874022,0.0011521421
37085,-0.0093929172,IQR_1.5,-0.0022874022,0.0011521421
37086,-0.0099377912,IQR_1.5,-0.0022874022,0.0011521421
37087,-0.0098989233,IQR_1.5,-0.0022874022,0.0011521421
37088,-0.0102020120,IQR_1.5,-0.0022874022,0.0011521421
37089,-0.0104857953,IQR_1.5,-0.0022874022,0.0011521421
37090,-0.0108098863,IQR_1.5,-0.0022874022,0.0011521421
37091,-0.0107815899,IQR_1.5,-0.0022874022,0.0011521421
37092,-0.0103089595,IQR_1.5,-0.0022874022,0.0011521421
37093,-0.0074184346,IQR_1.5,-0.0022874022,0.0011521421
37094,-0.0054771705,IQR_1.5,-0.0022874022,0.0011521421
37095,-0.0023357794,IQR_1.5,-0.0022874022,0.0011521421
37102,-0.0024925859,IQR_1.5,-0.0022874022,0.0011521421
37103,-0.0025157919,IQR_1.5,-0.0022874022,0.0011521421
37104,-0.0027108961,IQR_1.5,-0.0022874022,0.0011521421
37105,-0.0030749617,IQR_1.5,-0.0022874022,0.0011521421
37106,-0.0034141387,IQR_1.5,-0.0022874022,0.0011521421
37107,-0.0035260373,IQR_1.5,-0.0022874022,0.0011521421
37108,-0.0036598716,IQR_1.5,-0.0022874022,0.0011521421
37109,-0.0036870111,IQR_1.5,-0.0022874022,0.0011521421
37110,-0.0036058577,IQR_1.5,-0.0022874022,0.0011521421
37111,-0.0029300251,IQR_1.5,-0.0022874022,0.0011521421
37123,-0.0023027794,IQR_1.5,-0.0022874022,0.0011521421
37124,-0.0027635149,IQR_1.5,-0.0022874022,0.0011521421
37125,-0.0032036384,IQR_1.5,-0.0022874022,0.0011521421
37126,-0.0037080366,IQR_1.5,-0.0022874022,0.0011521421
37127,-0.0039075394,IQR_1.5,-0.0022874022,0.0011521421
37128,-0.0042242049,IQR_1.5,-0.0022874022,0.0011521421
37129,-0.0045282375,IQR_1.5,-0.0022874022,0.0011521421
37130,-0.0049354257,IQR_1.5,-0.0022874022,0.0011521421
37131,-0.0049334778,IQR_1.5,-0.0022874022,0.0011521421
37132,-0.0058818283,IQR_1.5,-0.0022874022,0.0011521421
37133,-0.0065103383,IQR_1.5,-0.0022874022,0.0011521421
37134,-0.0069812159,IQR_1.5,-0.0022874022,0.0011521421
37135,-0.0072254748,IQR_1.5,-0.0022874022,0.0011521421
37136,-0.0072279680,IQR_1.5,-0.0022874022,0.0011521421
37137,-0.0070652277,IQR_1.5,-0.0022874022,0.0011521421
37138,-0.0063532614,IQR_1.5,-0.0022874022,0.0011521421
37139,-0.0055871163,IQR_1.5,-0.0022874022,0.0011521421
37140,-0.0034212400,IQR_1.5,-0.0022874022,0.0011521421
37141,-0.0028444622,IQR_1.5,-0.0022874022,0.0011521421
37142,-0.0027361233,IQR_1.5,-0.0022874022,0.0011521421
37143,-0.0022900715,IQR_1.5,-0.0022874022,0.0011521421
37145,-0.0023047056,IQR_1.5,-0.0022874022,0.0011521421
37146,-0.0024797388,IQR_1.5,-0.0022874022,0.0011521421
37147,-0.0024850117,IQR_1.5,-0.0022874022,0.0011521421
37148,-0.0025817754,IQR_1.5,-0.0022874022,0.0011521421
37149,-0.0028619890,IQR_1.5,-0.0022874022,0.0011521421
37150,-0.0029235517,IQR_1.5,-0.0022874022,0.0011521421
37151,-0.0028126885,IQR_1.5,-0.0022874022,0.0011521421
37152,-0.0026433871,IQR_1.5,-0.0022874022,0.0011521421
37153,-0.0023837958,IQR_1.5,-0.0022874022,0.0011521421
37154,-0.0023161937,IQR_1.5,-0.0022874022,0.0011521421
37155,-0.0024813856,IQR_1.5,-0.0022874022,0.0011521421
37156,-0.0026411647,IQR_1.5,-0.0022874022,0.0011521421
37157,-0.0028472214,IQR_1.5,-0.0022874022,0.0011521421
37158,-0.0029842602,IQR_1.5,-0.0022874022,0.0011521421
37159,-0.0029329986,IQR_1.5,-0.0022874022,0.0011521421
37160,-0.0028090070,IQR_1.5,-0.0022874022,0.0011521421
37161,-0.0028442908,IQR_1.5,-0.0022874022,0.0011521421
37162,-0.0031021659,IQR_1.5,-0.0022874022,0.0011521421
37163,-0.0031372150,IQR_1.5,-0.0022874022,0.0011521421
37164,-0.0029739777,IQR_1.5,-0.0022874022,0.0011521421
37165,-0.0029497745,IQR_1.5,-0.0022874022,0.0011521421
37166,-0.0032652039,IQR_1.5,-0.0022874022,0.0011521421
37167,-0.0034923567,IQR_1.5,-0.0022874022,0.0011521421
37168,-0.0036934565,IQR_1.5,-0.0022874022,0.0011521421
37169,-0.0040255599,IQR_1.5,-0.0022874022,0.0011521421
37170,-0.0043388414,IQR_1.5,-0.0022874022,0.0011521421
37171,-0.0044500339,IQR_1.5,-0.0022874022,0.0011521421
37172,-0.0046102782,IQR_1.5,-0.0022874022,0.0011521421
37173,-0.0047803349,IQR_1.5,-0.0022874022,0.0011521421
37174,-0.0048364894,IQR_1.5,-0.0022874022,0.0011521421
37175,-0.0047243061,IQR_1.5,-0.0022874022,0.0011521421
37176,-0.0048089167,IQR_1.5,-0.0022874022,0.0011521421
